offset, naive, coalesced
23,1.8656e-05,8.3968e-05
23,1.7824e-05,8.48e-05
23,1.7248e-05,8.4608e-05
23,1.7472e-05,8.5472e-05
23,1.7024e-05,8.5504e-05
23,1.7248e-05,8.6016e-05
23,1.7216e-05,8.2944e-05
23,1.5008e-05,8.4992e-05
23,1.8912e-05,8.4768e-05
23,1.7504e-05,8.3968e-05
23,1.6704e-05,8.464e-05
23,1.696e-05,8.4992e-05
23,1.696e-05,8.4992e-05
23,1.7408e-05,8.6016e-05
23,1.7408e-05,8.3648e-05
23,1.872e-05,8.5952e-05
23,1.9328e-05,8.6016e-05
23,1.8112e-05,8.3968e-05
23,1.7088e-05,8.3968e-05
23,1.6896e-05,8.5536e-05
23,1.6672e-05,8.4992e-05
23,0.000137088,8.192e-05
23,1.7568e-05,8.3968e-05
23,1.7248e-05,8.5504e-05
23,1.888e-05,8.4448e-05
23,1.7536e-05,8.3968e-05
23,1.7824e-05,8.4992e-05
23,1.7952e-05,8.6016e-05
23,1.6928e-05,8.496e-05
23,1.7248e-05,8.6016e-05
23,1.7376e-05,8.3968e-05
23,1.712e-05,8.4992e-05
23,1.9392e-05,8.2944e-05
23,1.7888e-05,8.5472e-05
23,1.6768e-05,8.3968e-05
23,1.7664e-05,8.6016e-05
23,1.7856e-05,8.4992e-05
23,1.7408e-05,8.4992e-05
23,1.7376e-05,8.3808e-05
23,1.7024e-05,8.544e-05
23,1.952e-05,8.3968e-05
23,1.7984e-05,8.5504e-05
23,1.7664e-05,8.4992e-05
23,1.7472e-05,8.4992e-05
23,1.7728e-05,8.4992e-05
23,1.792e-05,8.6624e-05
23,1.808e-05,8.3968e-05
23,1.8816e-05,8.6016e-05
23,1.8688e-05,8.3808e-05
23,1.7152e-05,8.4992e-05
23,1.7088e-05,8.4736e-05
23,1.7728e-05,8.6016e-05
23,1.776e-05,8.4992e-05
23,1.7376e-05,8.6016e-05
23,1.7536e-05,8.3936e-05
23,1.7984e-05,8.4992e-05
23,1.872e-05,8.464e-05
23,1.744e-05,8.3648e-05
23,1.7504e-05,8.5472e-05
23,1.8048e-05,8.5696e-05
23,1.7184e-05,8.5568e-05
23,1.7248e-05,8.5472e-05
23,1.7536e-05,8.3968e-05
23,1.6672e-05,8.3872e-05
23,1.8624e-05,8.368e-05
23,0.000335616,8.2944e-05
23,1.8784e-05,8.5504e-05
23,1.7088e-05,8.5632e-05
23,1.6e-05,8.6016e-05
23,1.5808e-05,8.6016e-05
23,1.5648e-05,8.3968e-05
23,1.7344e-05,8.496e-05
23,0.000574592,8.2944e-05
23,1.6096e-05,8.2944e-05
23,1.68e-05,8.3968e-05
23,1.792e-05,8.576e-05
23,1.8272e-05,8.5632e-05
23,1.7664e-05,8.6496e-05
23,1.728e-05,8.4672e-05
23,1.7664e-05,8.6016e-05
24,1.9104e-05,8.3968e-05
24,1.7824e-05,8.4672e-05
24,1.696e-05,8.4896e-05
24,1.8368e-05,8.4512e-05
24,1.7024e-05,8.4992e-05
24,1.7216e-05,8.6688e-05
24,1.7472e-05,8.448e-05
24,1.7728e-05,8.3968e-05
24,1.9264e-05,8.3648e-05
24,1.7344e-05,8.2944e-05
24,1.76e-05,8.4992e-05
24,1.7536e-05,8.5536e-05
24,1.7536e-05,8.6016e-05
24,1.776e-05,8.5984e-05
24,1.7824e-05,8.3456e-05
24,1.7216e-05,8.6016e-05
24,1.9168e-05,8.3968e-05
24,1.7696e-05,8.4992e-05
24,1.904e-05,8.3968e-05
24,1.7824e-05,8.5472e-05
24,1.7728e-05,8.6592e-05
24,1.7504e-05,8.6016e-05
24,1.6928e-05,8.3968e-05
24,1.7216e-05,8.6656e-05
24,1.6992e-05,8.3968e-05
24,1.6896e-05,8.4992e-05
24,1.7088e-05,8.3968e-05
24,1.8144e-05,8.4704e-05
24,1.7472e-05,8.4832e-05
24,1.7664e-05,8.6016e-05
24,1.7152e-05,8.3776e-05
24,1.7152e-05,8.4448e-05
24,1.8624e-05,8.4992e-05
24,0.000134336,8.3968e-05
24,1.2736e-05,8.3968e-05
24,1.872e-05,8.4608e-05
24,1.6864e-05,8.5728e-05
24,1.7408e-05,8.6528e-05
24,1.7536e-05,8.48e-05
24,1.776e-05,8.6016e-05
24,1.8816e-05,8.3968e-05
24,1.6992e-05,8.4416e-05
24,1.7152e-05,8.4544e-05
24,1.7536e-05,8.6016e-05
24,1.76e-05,8.5824e-05
24,1.7408e-05,8.6016e-05
24,1.7568e-05,8.3968e-05
24,1.7536e-05,8.4992e-05
24,1.856e-05,8.4832e-05
24,1.7792e-05,8.3968e-05
24,1.6832e-05,8.4768e-05
24,1.744e-05,8.6016e-05
24,1.6992e-05,8.5632e-05
24,1.776e-05,8.6688e-05
24,1.6992e-05,8.3968e-05
24,1.712e-05,8.4992e-05
24,1.8752e-05,8.4512e-05
24,1.7408e-05,8.5664e-05
24,1.7056e-05,8.3968e-05
24,1.6992e-05,8.4704e-05
24,1.7632e-05,8.5568e-05
24,1.6928e-05,8.5728e-05
24,1.7152e-05,8.3968e-05
24,1.776e-05,8.56e-05
24,1.9552e-05,8.3904e-05
24,1.6768e-05,8.3968e-05
24,1.7568e-05,8.4992e-05
24,1.7312e-05,8.4992e-05
24,1.7632e-05,8.5696e-05
24,1.7472e-05,8.6016e-05
24,1.6992e-05,8.3968e-05
24,1.7184e-05,8.5632e-05
24,1.8272e-05,8.2944e-05
24,1.6864e-05,8.4992e-05
24,1.7312e-05,8.448e-05
24,1.7472e-05,8.3968e-05
24,1.7856e-05,8.6016e-05
24,1.7824e-05,8.672e-05
24,1.7792e-05,8.3968e-05
24,1.744e-05,8.4992e-05
24,1.9328e-05,8.3968e-05
24,1.6832e-05,8.4992e-05
24,1.7984e-05,8.464e-05
24,1.7408e-05,8.4992e-05
24,1.7056e-05,8.4992e-05
24,1.7056e-05,8.6688e-05
24,1.7312e-05,8.3712e-05
24,1.744e-05,8.5504e-05
24,1.8496e-05,8.4736e-05
24,1.76e-05,8.5664e-05
24,1.7568e-05,8.4544e-05
24,1.76e-05,8.608e-05
24,1.7664e-05,8.4768e-05
24,1.7088e-05,8.6016e-05
24,1.6928e-05,8.3968e-05
24,1.8624e-05,8.5568e-05
24,1.92e-05,8.3552e-05
24,1.6928e-05,8.4992e-05
24,1.7408e-05,8.448e-05
24,1.7344e-05,8.3968e-05
25,1.6992e-05,8.4992e-05
25,1.7888e-05,8.656e-05
25,1.7152e-05,8.3968e-05
25,1.7152e-05,8.6016e-05
25,1.888e-05,8.384e-05
25,1.7248e-05,8.448e-05
25,1.7024e-05,8.4992e-05
25,1.7088e-05,8.4608e-05
25,1.7248e-05,8.6016e-05
25,1.712e-05,8.6016e-05
25,1.92e-05,8.3424e-05
25,1.7248e-05,8.4992e-05
25,1.9296e-05,8.3936e-05
25,1.6832e-05,8.464e-05
25,1.7696e-05,8.4608e-05
25,1.6704e-05,8.4992e-05
25,1.7152e-05,8.4992e-05
25,1.7344e-05,8.6592e-05
25,1.776e-05,8.4576e-05
25,1.7056e-05,8.4992e-05
25,1.872e-05,8.3968e-05
25,1.7568e-05,8.5536e-05
25,1.7536e-05,8.4992e-05
25,1.7216e-05,8.4992e-05
25,1.6864e-05,8.4992e-05
25,1.7536e-05,8.704e-05
25,1.7344e-05,8.3968e-05
25,1.7536e-05,8.4608e-05
25,1.9264e-05,8.2944e-05
25,1.8368e-05,8.464e-05
25,1.8464e-05,8.4512e-05
25,1.7728e-05,8.5568e-05
25,1.7856e-05,8.4992e-05
25,1.8816e-05,8.6016e-05
25,1.7792e-05,8.4512e-05
25,1.7984e-05,8.4896e-05
25,1.712e-05,8.3808e-05
25,1.7856e-05,8.48e-05
25,1.6768e-05,8.3968e-05
25,1.7344e-05,8.4992e-05
25,1.888e-05,8.864e-05
25,1.792e-05,8.6624e-05
25,1.6992e-05,8.4e-05
25,1.7312e-05,8.6016e-05
25,2.0256e-05,8.3584e-05
25,1.7728e-05,8.4992e-05
25,1.744e-05,8.3968e-05
25,1.7728e-05,8.4992e-05
25,1.696e-05,8.5504e-05
25,1.744e-05,8.656e-05
25,1.7184e-05,8.2944e-05
25,1.8048e-05,8.4992e-05
25,1.904e-05,8.4768e-05
25,1.7376e-05,8.5504e-05
25,1.7184e-05,8.3968e-05
25,1.7152e-05,8.5696e-05
25,1.6672e-05,8.3968e-05
25,1.6864e-05,8.6784e-05
25,1.776e-05,8.4512e-05
25,1.6704e-05,8.6016e-05
25,1.9104e-05,8.4992e-05
25,1.7792e-05,8.464e-05
25,1.7216e-05,8.4448e-05
25,1.7248e-05,8.5536e-05
25,1.7856e-05,8.6016e-05
25,1.76e-05,8.6528e-05
25,1.8528e-05,8.4448e-05
25,1.808e-05,8.5888e-05
25,1.8624e-05,8.48e-05
25,1.7152e-05,8.4544e-05
25,1.7056e-05,8.3968e-05
25,1.7248e-05,8.5632e-05
25,1.792e-05,8.6016e-05
25,1.7216e-05,8.6528e-05
25,1.7024e-05,8.4576e-05
25,1.776e-05,8.4992e-05
25,1.9296e-05,8.3968e-05
25,1.7856e-05,8.5728e-05
25,1.3568e-05,8.4704e-05
25,1.6768e-05,8.5824e-05
25,1.7344e-05,8.6016e-05
25,1.6768e-05,8.6016e-05
25,1.6992e-05,8.3968e-05
25,1.7248e-05,8.4992e-05
25,1.7056e-05,8.3456e-05
25,1.7152e-05,8.448e-05
25,1.7216e-05,8.4992e-05
25,1.84e-05,8.4992e-05
25,1.7696e-05,8.544e-05
25,1.76e-05,8.6592e-05
25,1.7184e-05,8.3616e-05
25,1.6832e-05,8.5792e-05
25,1.9008e-05,8.3968e-05
25,1.7696e-05,8.5536e-05
25,1.776e-05,8.4576e-05
25,1.7632e-05,8.5664e-05
25,1.8144e-05,8.5664e-05
25,1.68e-05,8.6656e-05
25,1.7216e-05,8.3968e-05
25,1.7824e-05,8.4448e-05
26,1.8496e-05,8.3968e-05
26,1.904e-05,8.5632e-05
26,1.7824e-05,8.4544e-05
26,1.7568e-05,8.4992e-05
26,1.7152e-05,8.6016e-05
26,1.8912e-05,8.6496e-05
26,1.7088e-05,8.3584e-05
26,1.7344e-05,8.5696e-05
26,1.7184e-05,8.3616e-05
26,1.6928e-05,8.4544e-05
26,1.76e-05,8.4992e-05
26,1.7536e-05,8.4992e-05
26,1.7728e-05,8.5888e-05
26,1.6992e-05,8.6656e-05
26,1.744e-05,8.3744e-05
26,1.7472e-05,8.56e-05
26,1.8528e-05,8.4736e-05
26,1.7184e-05,8.4992e-05
26,1.76e-05,8.4992e-05
26,1.7504e-05,8.4992e-05
26,1.7056e-05,8.4992e-05
26,1.7504e-05,8.6016e-05
26,1.712e-05,8.3552e-05
26,1.6928e-05,8.4992e-05
26,1.888e-05,8.3968e-05
26,1.7216e-05,8.4416e-05
26,1.7408e-05,8.4512e-05
26,1.7504e-05,8.3968e-05
26,1.76e-05,8.6016e-05
26,1.7536e-05,8.704e-05
26,1.8112e-05,8.3968e-05
26,1.76e-05,8.6016e-05
26,1.8528e-05,8.3968e-05
26,1.7472e-05,8.6592e-05
26,1.7152e-05,8.3968e-05
26,1.6704e-05,8.3968e-05
26,1.6704e-05,8.4992e-05
26,1.7728e-05,8.4992e-05
26,1.6864e-05,8.2944e-05
26,1.6704e-05,8.4992e-05
26,0.001000928,8.192e-05
26,0.000119584,8.5024e-05
26,1.6192e-05,8.3968e-05
26,1.5552e-05,8.2944e-05
26,1.712e-05,8.4448e-05
26,1.7952e-05,8.6624e-05
26,1.7728e-05,8.3968e-05
26,1.7312e-05,8.4992e-05
26,1.9008e-05,8.4576e-05
26,1.8016e-05,8.6016e-05
26,1.7184e-05,8.48e-05
26,1.7568e-05,8.5952e-05
26,1.7856e-05,8.4992e-05
26,1.7344e-05,8.6784e-05
26,1.7792e-05,8.3968e-05
26,1.7248e-05,8.3968e-05
26,1.856e-05,8.4576e-05
26,1.7536e-05,8.5472e-05
26,1.7664e-05,8.3968e-05
26,1.776e-05,8.4992e-05
26,1.7632e-05,8.6016e-05
26,1.7088e-05,8.56e-05
26,1.7504e-05,8.448e-05
26,1.84e-05,8.5824e-05
26,1.92e-05,8.3968e-05
26,1.6864e-05,8.4768e-05
26,1.7568e-05,8.3968e-05
26,1.7376e-05,8.3968e-05
26,1.712e-05,8.5568e-05
26,1.6928e-05,8.6016e-05
26,1.8112e-05,8.3968e-05
26,1.7568e-05,8.4448e-05
26,1.8304e-05,8.3968e-05
26,1.728e-05,8.576e-05
26,1.8016e-05,8.4992e-05
26,1.6928e-05,8.5792e-05
26,1.776e-05,8.4992e-05
26,1.6704e-05,8.3968e-05
26,1.7536e-05,8.3424e-05
26,1.8784e-05,8.5504e-05
26,1.8944e-05,8.4992e-05
26,1.7088e-05,8.5792e-05
26,1.776e-05,8.3968e-05
26,1.7568e-05,8.3968e-05
26,1.7568e-05,8.4992e-05
26,1.7088e-05,8.56e-05
26,1.7728e-05,8.3776e-05
26,1.76e-05,8.6016e-05
26,1.8752e-05,8.3968e-05
26,1.7408e-05,8.5632e-05
26,1.7504e-05,8.4992e-05
26,1.744e-05,8.5856e-05
26,1.7088e-05,8.4992e-05
26,1.7184e-05,8.6656e-05
26,1.7024e-05,8.3744e-05
26,1.7216e-05,8.5568e-05
26,1.9424e-05,8.3808e-05
26,1.7248e-05,8.4864e-05
26,1.7312e-05,8.48e-05
26,1.728e-05,8.592e-05
27,1.792e-05,8.5536e-05
27,1.7024e-05,8.5472e-05
27,1.7184e-05,8.4576e-05
27,1.6928e-05,8.6016e-05
27,1.888e-05,8.3936e-05
27,1.7824e-05,8.464e-05
27,1.776e-05,8.4576e-05
27,1.7024e-05,8.6016e-05
27,1.7088e-05,8.6016e-05
27,1.7376e-05,8.704e-05
27,1.7792e-05,8.3968e-05
27,1.7408e-05,8.4992e-05
27,1.8752e-05,8.3744e-05
27,1.712e-05,8.496e-05
27,1.728e-05,8.4992e-05
27,1.7184e-05,8.3968e-05
27,1.7472e-05,8.5504e-05
27,1.7216e-05,8.5568e-05
27,1.76e-05,8.3776e-05
27,1.7344e-05,8.5952e-05
27,1.9232e-05,8.3968e-05
27,1.7408e-05,8.3968e-05
27,1.7632e-05,8.5536e-05
27,1.7792e-05,8.5632e-05
27,1.8336e-05,8.5536e-05
27,1.6896e-05,8.704e-05
27,1.7184e-05,8.2944e-05
27,0.0001672,8.3968e-05
27,1.8176e-05,8.56e-05
27,1.8432e-05,8.3808e-05
27,1.8496e-05,8.4608e-05
27,1.68e-05,8.4992e-05
27,1.76e-05,8.4832e-05
27,1.904e-05,8.6016e-05
27,1.696e-05,8.3968e-05
27,1.7024e-05,8.4992e-05
27,1.776e-05,8.448e-05
27,1.76e-05,8.4992e-05
27,1.7248e-05,8.4736e-05
27,1.712e-05,8.4832e-05
27,1.7888e-05,8.5248e-05
27,1.7024e-05,8.5504e-05
27,1.7472e-05,8.2944e-05
27,1.7632e-05,8.4928e-05
27,1.872e-05,8.5856e-05
27,1.8368e-05,8.448e-05
27,1.728e-05,8.4992e-05
27,1.7376e-05,8.4992e-05
27,1.7568e-05,8.6592e-05
27,1.76e-05,8.4992e-05
27,1.7984e-05,8.3968e-05
27,1.7184e-05,8.6016e-05
27,1.9296e-05,8.3968e-05
27,1.76e-05,8.6016e-05
27,0.000692128,8.2944e-05
27,1.6128e-05,8.5632e-05
27,1.5392e-05,8.576e-05
27,1.536e-05,8.6016e-05
27,1.568e-05,8.4544e-05
27,7.6736e-05,8.496e-05
27,0.000238208,8.1376e-05
27,1.7824e-05,8.56e-05
27,1.76e-05,8.3616e-05
27,1.8496e-05,8.4576e-05
27,1.7024e-05,8.5504e-05
27,1.7312e-05,8.4992e-05
27,1.712e-05,8.3968e-05
27,1.7312e-05,8.6496e-05
27,1.9136e-05,8.3712e-05
27,1.7504e-05,8.5472e-05
27,1.76e-05,8.3968e-05
27,1.7664e-05,8.4992e-05
27,1.7152e-05,8.4992e-05
27,1.7376e-05,8.6016e-05
27,1.7216e-05,8.4992e-05
27,1.7248e-05,8.6528e-05
27,1.9136e-05,8.3712e-05
27,1.7472e-05,8.4736e-05
27,1.7152e-05,8.5472e-05
27,1.7664e-05,8.5728e-05
27,1.7024e-05,8.5664e-05
27,1.7376e-05,8.6016e-05
27,1.7824e-05,8.2944e-05
27,1.6896e-05,8.6016e-05
27,1.8816e-05,8.3904e-05
27,1.7344e-05,8.2944e-05
27,1.7408e-05,8.3968e-05
27,1.744e-05,8.6016e-05
27,1.744e-05,8.5472e-05
27,1.7056e-05,8.656e-05
27,1.7824e-05,8.3968e-05
27,1.7088e-05,8.5952e-05
27,1.936e-05,8.3744e-05
27,1.7152e-05,8.4e-05
27,1.7024e-05,8.4992e-05
27,1.712e-05,8.6016e-05
27,1.6896e-05,8.4992e-05
27,1.744e-05,8.576e-05
27,1.7376e-05,8.368e-05
27,1.712e-05,8.56e-05
28,1.8432e-05,8.3968e-05
28,1.904e-05,8.6016e-05
28,1.792e-05,8.4448e-05
28,1.7536e-05,8.3968e-05
28,1.6896e-05,8.5504e-05
28,1.8656e-05,8.6016e-05
28,1.7056e-05,8.4672e-05
28,1.7344e-05,8.48e-05
28,1.7152e-05,8.4992e-05
28,1.7312e-05,8.3968e-05
28,1.6672e-05,8.3968e-05
28,1.7216e-05,8.6016e-05
28,1.8176e-05,8.4992e-05
28,1.6832e-05,8.5664e-05
28,1.7536e-05,8.3968e-05
28,1.7632e-05,8.4992e-05
28,1.8656e-05,8.3904e-05
28,1.712e-05,8.3968e-05
28,1.7824e-05,8.3968e-05
28,0.000135008,8.3968e-05
28,1.3728e-05,8.6496e-05
28,1.6448e-05,8.5696e-05
28,1.7504e-05,8.4672e-05
28,1.6768e-05,8.5696e-05
28,1.9712e-05,8.4928e-05
28,1.7504e-05,8.4992e-05
28,1.6928e-05,8.4992e-05
28,1.7984e-05,8.5728e-05
28,1.7824e-05,8.4992e-05
28,1.8752e-05,8.6944e-05
28,1.6864e-05,8.3424e-05
28,1.7088e-05,8.4992e-05
28,1.9232e-05,8.3904e-05
28,1.76e-05,8.56e-05
28,1.7728e-05,8.5664e-05
28,1.696e-05,8.6016e-05
28,1.7696e-05,8.5568e-05
28,1.7024e-05,8.6016e-05
28,1.7312e-05,8.3968e-05
28,1.7664e-05,8.5504e-05
28,1.8912e-05,8.3968e-05
28,1.792e-05,8.4512e-05
28,1.7952e-05,8.4864e-05
28,1.7696e-05,8.5568e-05
28,1.7568e-05,8.6016e-05
28,1.6992e-05,8.6016e-05
28,1.7056e-05,8.3968e-05
28,1.7088e-05,8.5504e-05
28,1.952e-05,8.3968e-05
28,1.7696e-05,8.4992e-05
28,1.7216e-05,8.4992e-05
28,1.7152e-05,8.6016e-05
28,1.7472e-05,8.6016e-05
28,1.7088e-05,8.672e-05
28,1.7216e-05,8.3968e-05
28,1.7056e-05,8.4992e-05
28,1.9008e-05,8.3936e-05
28,1.744e-05,8.4992e-05
28,1.6928e-05,8.368e-05
28,1.6928e-05,8.4896e-05
28,1.6928e-05,8.6016e-05
28,1.7184e-05,8.6016e-05
28,1.7216e-05,8.3968e-05
28,1.6896e-05,8.4992e-05
28,1.9584e-05,8.448e-05
28,1.8112e-05,8.4992e-05
28,1.7248e-05,8.4576e-05
28,1.7504e-05,8.56e-05
28,1.7472e-05,8.4992e-05
28,1.696e-05,8.6016e-05
28,1.7344e-05,8.3808e-05
28,1.6864e-05,0.000114176
28,1.9616e-05,8.4736e-05
28,1.776e-05,8.3968e-05
28,1.7472e-05,8.4512e-05
28,1.776e-05,8.4992e-05
28,1.7632e-05,8.5664e-05
28,1.7568e-05,8.6016e-05
28,1.728e-05,8.3456e-05
28,1.8048e-05,8.4992e-05
28,0.001024768,8.192e-05
28,1.5328e-05,8.5632e-05
28,8.9792e-05,8.384e-05
28,1.6288e-05,8.6016e-05
28,0.000216832,8.3968e-05
28,1.7632e-05,8.384e-05
28,1.7728e-05,8.4544e-05
28,1.7184e-05,8.5536e-05
28,1.8368e-05,8.3968e-05
28,1.776e-05,8.3968e-05
28,1.7792e-05,8.4576e-05
28,1.7728e-05,8.5952e-05
28,1.696e-05,8.576e-05
28,1.7792e-05,8.4992e-05
28,1.8592e-05,8.3776e-05
28,1.8656e-05,8.5504e-05
28,1.6896e-05,8.368e-05
28,1.7312e-05,8.3968e-05
28,1.7408e-05,8.3968e-05
28,1.8144e-05,8.4448e-05
29,1.6768e-05,8.4992e-05
29,1.7632e-05,8.6016e-05
29,1.7632e-05,8.3968e-05
29,1.7344e-05,8.5504e-05
29,7.8112e-05,8.2688e-05
29,1.8656e-05,8.5696e-05
29,1.7152e-05,8.4704e-05
29,1.76e-05,8.5856e-05
29,1.776e-05,8.5536e-05
29,1.7344e-05,8.6016e-05
29,1.7184e-05,8.4448e-05
29,1.7184e-05,8.6016e-05
29,1.9264e-05,8.3936e-05
29,1.584e-05,8.4992e-05
29,1.8464e-05,8.4992e-05
29,1.7536e-05,8.5568e-05
29,1.792e-05,8.4992e-05
29,1.8528e-05,8.6656e-05
29,1.76e-05,8.3968e-05
29,1.6736e-05,8.4768e-05
29,1.7088e-05,8.4864e-05
29,1.7696e-05,8.4672e-05
29,1.68e-05,8.4512e-05
29,1.7216e-05,8.6016e-05
29,1.8208e-05,8.4992e-05
29,1.7344e-05,8.6016e-05
29,1.7376e-05,8.2944e-05
29,1.7888e-05,8.4992e-05
29,1.8848e-05,8.2944e-05
29,1.7696e-05,8.5504e-05
29,1.7152e-05,8.4448e-05
29,1.8432e-05,8.4544e-05
29,1.6896e-05,8.576e-05
29,1.7472e-05,8.6016e-05
29,1.7024e-05,8.3968e-05
29,1.7312e-05,8.4992e-05
29,1.872e-05,8.3968e-05
29,1.7632e-05,8.3968e-05
29,1.776e-05,8.576e-05
29,1.7152e-05,8.5632e-05
29,1.7248e-05,8.5856e-05
29,1.76e-05,8.6688e-05
29,1.76e-05,8.4896e-05
29,1.7088e-05,8.5472e-05
29,1.8688e-05,8.3968e-05
29,1.7792e-05,8.4992e-05
29,1.6992e-05,8.3968e-05
29,1.7376e-05,8.5632e-05
29,1.7344e-05,8.7776e-05
29,1.7184e-05,8.6016e-05
29,1.7408e-05,8.2944e-05
29,1.7696e-05,8.656e-05
29,1.8304e-05,8.384e-05
29,1.7024e-05,8.3968e-05
29,1.776e-05,8.4704e-05
29,1.7664e-05,8.6016e-05
29,1.6896e-05,8.5888e-05
29,1.7984e-05,8.6528e-05
29,1.696e-05,8.48e-05
29,1.8016e-05,8.5504e-05
29,1.9008e-05,8.4672e-05
29,1.7344e-05,8.5568e-05
29,1.7536e-05,8.3968e-05
29,1.7728e-05,8.4992e-05
29,1.7376e-05,8.5824e-05
29,1.7472e-05,8.3968e-05
29,1.7216e-05,8.3968e-05
29,1.7216e-05,8.56e-05
29,1.9328e-05,8.3968e-05
29,1.744e-05,8.56e-05
29,1.7696e-05,8.4992e-05
29,1.7728e-05,8.576e-05
29,1.7024e-05,8.5632e-05
29,1.776e-05,8.656e-05
29,1.696e-05,8.4512e-05
29,1.824e-05,8.6016e-05
29,1.9552e-05,8.3968e-05
29,1.7632e-05,8.56e-05
29,1.696e-05,8.4704e-05
29,1.7248e-05,8.4768e-05
29,1.7632e-05,8.3968e-05
29,1.712e-05,8.6752e-05
29,1.7888e-05,8.2944e-05
29,1.7728e-05,8.4928e-05
29,1.9552e-05,8.3968e-05
29,1.7312e-05,8.56e-05
29,1.8208e-05,8.4512e-05
29,0.000698432,8.2944e-05
29,1.6256e-05,8.448e-05
29,1.6352e-05,8.656e-05
29,1.7216e-05,8.3968e-05
29,1.5392e-05,8.4992e-05
29,5.1296e-05,8.1792e-05
29,0.000224768,8.3808e-05
29,1.7792e-05,8.4832e-05
29,1.6864e-05,8.5472e-05
29,1.7536e-05,8.4992e-05
29,1.7408e-05,8.5984e-05
29,1.7152e-05,8.3968e-05
29,1.744e-05,8.704e-05
30,0.000149376,8.2944e-05
30,1.232e-05,8.4736e-05
30,1.7504e-05,8.4992e-05
30,1.728e-05,8.3968e-05
30,1.7536e-05,8.56e-05
30,1.744e-05,8.6016e-05
30,1.8976e-05,8.4544e-05
30,1.7152e-05,8.5824e-05
30,1.904e-05,8.3936e-05
30,1.7824e-05,8.4992e-05
30,1.7792e-05,8.4992e-05
30,1.664e-05,8.4992e-05
30,1.6608e-05,8.5536e-05
30,1.76e-05,8.4992e-05
30,1.7632e-05,8.3552e-05
30,1.7472e-05,8.4992e-05
30,1.9328e-05,8.448e-05
30,1.7344e-05,8.6016e-05
30,1.7792e-05,8.4992e-05
30,1.7152e-05,8.592e-05
30,1.7248e-05,8.5568e-05
30,1.696e-05,8.6816e-05
30,1.7568e-05,8.3968e-05
30,1.8432e-05,8.6016e-05
30,1.8912e-05,8.3968e-05
30,1.8944e-05,8.5984e-05
30,1.8624e-05,8.4544e-05
30,1.7504e-05,8.3968e-05
30,1.6608e-05,8.5824e-05
30,1.6928e-05,8.6976e-05
30,1.776e-05,8.3392e-05
30,1.6992e-05,8.4832e-05
30,1.7632e-05,8.3808e-05
30,1.7024e-05,8.5472e-05
30,1.7344e-05,8.5504e-05
30,1.7024e-05,8.6016e-05
30,1.6832e-05,8.4992e-05
30,1.7344e-05,8.6848e-05
30,1.68e-05,8.3968e-05
30,1.7664e-05,8.4992e-05
30,1.904e-05,8.4768e-05
30,1.6672e-05,8.4544e-05
30,1.7376e-05,8.4992e-05
30,1.712e-05,8.4992e-05
30,1.8976e-05,8.5472e-05
30,1.7472e-05,8.5888e-05
30,1.7056e-05,8.3616e-05
30,1.6992e-05,8.6016e-05
30,1.8688e-05,8.4672e-05
30,1.776e-05,8.4576e-05
30,1.744e-05,8.5536e-05
30,1.7504e-05,8.4608e-05
30,1.7472e-05,8.5664e-05
30,1.7152e-05,8.5952e-05
30,1.9264e-05,8.3968e-05
30,1.696e-05,8.672e-05
30,1.9328e-05,8.384e-05
30,1.7024e-05,8.5664e-05
30,1.76e-05,8.4992e-05
30,1.7536e-05,8.4448e-05
30,1.7344e-05,8.6016e-05
30,1.7376e-05,8.4576e-05
30,1.7248e-05,8.3968e-05
30,1.92e-05,8.6016e-05
30,1.9296e-05,8.3968e-05
30,1.7536e-05,8.4992e-05
30,1.7792e-05,8.3968e-05
30,1.7248e-05,8.576e-05
30,1.84e-05,8.4992e-05
30,1.6896e-05,8.6528e-05
30,1.6896e-05,8.2944e-05
30,1.696e-05,8.6016e-05
30,1.9168e-05,8.3968e-05
30,1.6896e-05,8.3968e-05
30,1.744e-05,8.3968e-05
30,0.00064624,8.352e-05
30,1.6768e-05,8.4992e-05
30,1.7728e-05,8.6624e-05
30,1.5456e-05,8.3968e-05
30,1.5488e-05,8.4992e-05
30,1.9232e-05,8.3904e-05
30,1.7248e-05,8.4544e-05
30,1.76e-05,8.4608e-05
30,1.76e-05,8.4992e-05
30,1.7664e-05,8.4992e-05
30,1.7312e-05,8.3968e-05
30,1.7472e-05,8.4672e-05
30,1.728e-05,8.6016e-05
30,5.2288e-05,8.2688e-05
30,1.712e-05,8.4544e-05
30,0.000234144,8.2944e-05
30,1.744e-05,8.5696e-05
30,1.8592e-05,8.5728e-05
30,1.7312e-05,8.6656e-05
30,1.7888e-05,8.4448e-05
30,1.664e-05,8.4448e-05
30,1.904e-05,8.4736e-05
30,1.8592e-05,8.3968e-05
30,1.7376e-05,8.4448e-05
30,0.000667552,8.4512e-05
31,1.6064e-05,8.4992e-05
31,1.5488e-05,8.6784e-05
31,1.6064e-05,8.3968e-05
31,1.696e-05,8.6016e-05
31,1.7728e-05,8.448e-05
31,1.4624e-05,8.4512e-05
31,1.728e-05,8.448e-05
31,1.7888e-05,8.6016e-05
31,1.7984e-05,8.4768e-05
31,1.7024e-05,8.656e-05
31,1.7728e-05,8.3968e-05
31,1.6576e-05,8.6016e-05
31,1.8944e-05,8.4992e-05
